Article ID,Article Name,Abstract,Summarized Abstract,Abs vs SAbs,Title vs Abs,Title vs SAbs,ROUGE-1,ROUGE-2,ROUGE-L
37738371,"Gingivectomy with Diode Laser Versus the Conventional Scalpel Surgery and 
Nonsurgical Periodontal Therapy in Treatment of Orthodontic Treatment-Induced 
Gingival Enlargement: A Systematic Review.","Background and objective: Some studies support the superiority of diode laser 
gingivectomy to scalpel surgery and nonsurgical treatments. However, a 
systematic review on this topic is lacking. This study aimed to compare 
gingivectomy with diode laser versus the conventional scalpel surgery and 
nonsurgical periodontal therapy (NSPT) in the treatment of orthodontic 
treatment-induced gingival enlargement (GE). Materials and methods: In this 
systematic review, an electronic search of the relevant literature was conducted 
in Web of Science, Medline/PubMed, Scopus, Cochrane Central Register of 
Controlled Trials, and ProQuest with no language restriction. Randomized 
clinical trials published between 1985 and 2020 on comparative treatment of 
orthodontic treatment-induced GE by diode laser gingivectomy and scalpel surgery 
or NSPT regarding intraoperative and postoperative bleeding and/or pain were 
included. Risk of bias was assessed by the Cochrane 1 tool. Results: Of the 
initially retrieved 288 articles, 40 were duplicates and excluded; 236 articles 
were excluded following title and abstract screening, and 5 others were excluded 
following full-text assessment. Finally, 7 studies underwent systematic review. 
In the risk-of-bias assessment, 5 studies scored 2, and 2 studies scored 3 out 
of 6. Intraoperative and postoperative bleeding and pain were found to be 
significantly lower in the laser group. Conclusions: Within the limitations of 
this systematic review and with respect to the quality of evidence, the present 
results revealed lower level of pain and bleeding in diode laser gingivectomy 
compared with the conventional scalpel surgery and NSPT for treatment of 
orthodontic treatment-induced GE.","Some studies support the superiority of diode laser gingivectomy to scalpel surgery and nonsurgical treatments. A systematic review of the relevant literature was conducted. Intraoperative and postoperative bleeding and pain were found to be significantly lower in the laser group than the conventional scalpel group. Conclusions: Within the limitations of this systematic review and with respect to the quality of evidence, the present results revealed lower level of pain and bleeding in diode lasers compared with scalpel surgeries.",0.918085992,0.772214115,0.787602663,0.140186916,0.197492163,0.736625514
37738150,"Prevalence and severity of abdominal bloating in patients with gastroesophageal 
reflux disease.","Abdominal bloating (AB) is a common symptom among patients with gastroesophageal 
reflux disease (GERD); however, in clinical practice, its prevalence is likely 
underestimated due to the lack of objective tools to measure its frequency and 
severity. It is associated with dissatisfaction and worse quality of life, but 
data on its prevalence before and after mechanical control of GERD (i.e. 
fundoplication, magnetic sphincter augmentation, and antireflux mucosectomy) are 
lacking. To assess and determine the pre- and postoperative prevalence and 
severity of AB among patients with GERD, we conducted a structured literature 
search using MeSH and free-text terms in MEDLINE (via Pubmed), EMBASE, and 
Taylor & Francis Online between January 1977 and October 2022. Fifteen articles 
reporting the prevalence or severity of AB using quality-of-life questionnaires 
before or after antireflux surgery (ARS) were included. Overall, a high 
prevalence of AB before ARS was found. A decline in the prevalence and severity 
of AB was documented postoperatively in most cases independent of the surgical 
approach. Among surgical approaches, a complete fundoplication had the highest 
reported postoperative AB. Overall, patients reported less severe and less 
frequent AB after ARS than before. The traditional belief that postoperative 
bloating is a sequela of ARS should be reevaluated.","Abdominal bloating (AB) is a common symptom among patients with gastroesophageal                 reflux disease (GERD) It is associated with dissatisfaction and worse quality of life, but data on its prevalence before and after mechanical control of GERD are lacking. To assess and determine the pre- and postoperative prevalence and severity of AB, we conducted a structured literature search using MeSH and free-text terms in MEDLINE (via Pubmed), EMBASE, and Taylor & Francis Online.",0.844077408,0.74225992,0.718350232,0.208791209,0.239852399,0.656716418
37737436,"International Urogynecology consultation chapter 2 committee 3: the clinical 
evaluation of pelvic organ prolapse including investigations into associated 
morbidity/pelvic floor dysfunction.","INTRODUCTION AND HYPOTHESIS: This manuscript from Chapter 2 of the International 
Urogynecology Consultation (IUC) on Pelvic Organ Prolapse (POP) reviews the 
literature involving the clinical evaluation of a patient with POP and 
associated bladder and bowel dysfunction.
METHODS: An international group of 11 clinicians performed a search of the 
literature using pre-specified search MESH terms in PubMed and Embase databases 
(January 2000 to August 2020). Publications were eliminated if not relevant to 
the clinical evaluation of patients or did not include clear definitions of POP. 
The titles and abstracts were reviewed using the Covidence database to determine 
whether they met the inclusion criteria. The manuscripts were reviewed for 
suitability using the Specialist Unit for Review Evidence checklists. The data 
from full-text manuscripts were extracted and then reviewed.
RESULTS: The search strategy found 11,242 abstracts, of which 220 articles were 
used to inform this narrative review. The main themes of this manuscript were 
the clinical examination, and the evaluation of comorbid conditions including 
the urinary tract (LUTS), gastrointestinal tract (GIT), pain, and sexual 
function. The physical examination of patients with pelvic organ prolapse (POP) 
should include a reproducible method of describing and quantifying the degree of 
POP and only the Pelvic Organ Quantification (POP-Q) system or the Simplified 
Pelvic Organ Prolapse Quantification (S-POP) system have enough reproducibility 
to be recommended. POP examination should be done with an empty bladder and 
patients can be supine but should be upright if the prolapse cannot be 
reproduced. No other parameters of the examination aid in describing and 
quantifying POP. Post-void residual urine volume >100 ml is commonly used to 
assess for voiding difficulty. Prolapse reduction can be used to predict the 
possibility of postoperative persistence of voiding difficulty. There is no 
benefit of urodynamic testing for assessment of detrusor overactivity as it does 
not change the management. In women with POP and stress urinary incontinence 
(SUI), the cough stress test should be performed with a bladder volume of at 
least 200 ml and with the prolapse reduced either with a speculum or by a 
pessary. The urodynamic assessment only changes management when SUI and voiding 
dysfunction co-exist. Demonstration of preoperative occult SUI has a positive 
predictive value for de novo SUI of 40% but most useful is its absence, which 
has a negative predictive value of 91%. The routine addition of radiographic or 
physiological testing of the GIT currently has no additional value for a 
physical examination. In subjects with GIT symptoms further radiological but not 
physiological testing appears to aid in diagnosing enteroceles, sigmoidoceles, 
and intussusception, but there are no data on how this affects outcomes. There 
were no articles in the search on the evaluation of the co-morbid conditions of 
pain or sexual dysfunction in women with POP.
CONCLUSIONS: The clinical pelvic examination remains the central tool for 
evaluation of POP and a system such as the POP-Q or S-POP should be used to 
describe and quantify. The value of investigation for urinary tract dysfunction 
was discussed and findings presented. The routine addition of GI radiographic or 
physiological testing is currently not recommended. There are no data on the 
role of the routine assessment of pain or sexual function, and this area needs 
more study. Imaging studies alone cannot replace clinical examination for the 
assessment of POP.","The main themes of this manuscript were the clinical examination, and the evaluation of comorbid conditions including urinary tract (LUTS), gastrointestinal tract (GIT), pain, and sexual function. The physical examination of patients with pelvic organ prolapse (POP) should include a reproducible method of describing and quantifying the degree of POP. The value of investigation for urinary tract dysfunction was discussed and findings presented. The routine addition of GI radiographic or physiological testing is currently not recommended.",0.71245116,0.552416801,0.827066362,0.095008052,0.117932149,0.860550459
37736904,"Methadone Treatment Gap in Tennessee and How Medication Units Could Bridge the 
Gap: A Review.","The opioid epidemic has been an ongoing public health concern in the United 
States (US) for the last few decades. The number of overdose deaths involving 
opioids, hereafter referred to as overdose deaths, has increased yearly since 
the mid-1990s. One treatment modality for opioid use disorder (OUD) is 
medication-assisted treatment (MAT). As of 2022, only three pharmacotherapy 
options have been approved by the Food and Drug Administration (FDA) for 
treating OUD: buprenorphine, methadone, and naltrexone. Unlike buprenorphine and 
naltrexone, methadone dispensing and administrating are restricted to opioid 
treatment programs (OTPs). To date, Tennessee has no medication units, and 
administration and dispensing of methadone is limited to licensed OTPs. This 
review details the research process used to develop a policy draft for 
medication units in Tennessee. This review is comprised of three parts: (1) a 
rapid review aimed at identifying obstacles and facilitators to OTP access in 
the US, (2) a descriptive analysis of Tennessee's geographic availability of 
OTPs, pharmacies, and federally qualified health centers (FQHCs), and (3) policy 
mapping of 21 US states' OTP regulations. In the rapid review, a total of 486 
articles were imported into EndNote from PubMed and Embase. After removing 152 
duplicates, 357 articles were screened based on their title and abstract. Thus, 
34 articles underwent a full-text review to identify articles that addressed the 
accessibility of methadone treatment for OUD. A total of 18 articles were 
identified and analyzed. A descriptive analysis of Tennessee's availability of 
OTP showed that the state has 22 OTPs. All 22 OTPs were matched to a county and 
a region based on their address resulting in 15 counties (16%) and all three 
regions having at least one OTP. A total of 260 FQHCs and 2294 pharmacies are in 
Tennessee. Each facility was matched to a county based on its address resulting 
in 70 counties (74%) having at least one FQHC and 94 counties (99%) having at 
least one pharmacy. As of 31 December 2022, 17 states mentioned medication units 
in their state-level OTP regulations. Utilizing the regulations for the eleven 
states with medication units and federal guidelines, a policy draft was created 
for Tennessee's medication units.","The number of overdose deaths involving opioids has increased yearly since the mid-1990s. To date, Tennessee has no medication units, and methadone dispensing and dispensing is limited to licensed OTPs. This review details the research process used to develop a policy draft for medication units in Tennessee. A total of 260 FQHCs and 2294 pharmacies are in Tennessee, with 70 counties (74%) having at least one FQ HC. As of 31 December 2022, 17 states mentioned medication units ophobicin their state-level OTP regulations.",0.852702081,0.574878693,0.649035215,0.150341686,0.153318078,0.792134831
37736769,"Role of Mediterranean diet in the development and recurrence of meningiomas: a 
narrative review.","Several studies through the years have proven how an unhealthy nutrition, 
physical inactivity, sedentary lifestyle, obesity, and smoking represent 
relevant risk factors in cancer genesis. This study aims to provide an overview 
about the relationship between meningiomas and food assumption in the 
Mediterranean diet and whether it can be useful in meningioma prevention or it, 
somehow, can prevent their recurrence. The authors performed a wide literature 
search in PubMed and Scopus databases investigating the presence of a 
correlation between Mediterranean diet and meningiomas. The following MeSH and 
free text terms were used: ""Meningiomas"" AND ""Diet"" and ""Brain tumors"" AND 
""diet."" Databases' search yielded a total of 749 articles. After duplicate 
removal, an abstract screening according to the eligibility criteria has been 
performed and 40 articles were selected. Thirty-one articles were excluded 
because they do not meet the inclusion criteria. Finally, a total of 9 articles 
were included in this review. It is widely established the key and protective 
role that a healthy lifestyle and a balanced diet can have against 
tumorigenesis. Nevertheless, studies focusing exclusively on the Mediterranean 
diet are still lacking. Thus, multicentric and/or prospective, randomized 
studies are mandatory to better assess and determine the impact of food 
assumptions in meningioma involvement.","This study aims to provide an overview about the relationship between meningiomas and food assumption in the Mediterranean diet. It is widely established the key and protective role that a healthy lifestyle and a balanced diet can have against cancer. However, studies focusing exclusively on the Mediterranean are still lacking. multicentric and/or prospective, randomized studies are mandatory to better assess and determine the impact of food                 assumptions in mening ioma involvement. The authors performed a wide literature                 search in PubMed and Scopus databases investigating the presence of a                 correlation between Mediterranean diet and menediomas.",0.940156758,0.755473137,0.768608093,0.215488215,0.271186441,0.793103448
37736067,"Incorporating Genetic Testing Into the Care of Patients With Amyotrophic Lateral 
Sclerosis/Frontotemporal Degeneration Spectrum Disorders.","PURPOSE OF REVIEW: Amyotrophic lateral sclerosis (ALS) and frontotemporal 
degeneration (FTD) spectrum disorders have a strong genetic component. Genetic 
counselors are a limited resource, and therefore, other providers must be 
prepared to integrate genetic testing into their practice.
RECENT FINDINGS: Recent ALS/FTD studies have demonstrated that lack of family 
history does not preclude a genetic etiology. The benefits of a genetic 
diagnosis have expanded to include the potential to treat; thus, genetic testing 
is increasingly recommended to be offered to all persons with ALS/FTD.
SUMMARY: Offering genetic testing to persons with ALS/FTD spectrum disorders 
should be part of routine clinical neurologic care. All genetic testing should 
include discussion about the medical and psychosocial implications of testing 
for the patient and family members. Neurologists should be prepared to 
facilitate this process and recognize when referral to a genetic counselor is 
indicated.","Amyotrophic lateral sclerosis (ALS) and frontotemporal degeneration (FTD) spectrum disorders have a strong genetic component. Recent ALS/FTD studies have demonstrated that lack of family history does not preclude a genetic etiology. The benefits of a genetic diagnosis have expanded to include the potential to treat; thus, genetic testing is increasingly recommended to be offered to all persons with ALS/ FTD. All genetic testing should include discussion about the medical and psychosocial implications of testing for patient and family members.",0.920216978,0.744549334,0.769768715,0.260273973,0.32718894,0.45
37735245,"The COVID-19 pandemic did not negatively impact frequency or continuity of 
outpatient care in Alberta, Canada.","Outpatient care patterns have changed markedly during the COVID-19 pandemic. In 
this population-based retrospective cohort study, we compared the frequency of 
outpatient care (whether in-person or virtual) and continuity of care for all 
community-dwelling adults in Alberta between March 1, 2019 and February 29, 2020 
(pre-pandemic) versus March 1, 2020 to February 28, 2021 (pandemic). We 
calculated provider continuity using Breslau's Usual Provider Continuity (UPC) 
for patients with at least 2 outpatient encounters. In 2019-20, 594,350 (98.4%) 
of 603,877 community-dwelling adults with ambulatory care sensitive conditions 
(ACSC) had [Formula: see text] 1 outpatient visit (median 8 visits, mean UPC 
score 0.61, SD 0.23), compared to 566,569 (98.6%) of 574,613 (median 8 visits, 
mean UPC score 0.67, SD 0.23) during the first year of the pandemic. Similar 
patterns were seen for adults without ACSC: 2,207,710 (93.9%) of 2,350,147 had 
[Formula: see text] 1 outpatient visit (median 3 visits, mean UPC score 0.61, SD 
0.24) pre-pandemic compared to 2,113,239 (93.5%, median 4 visits, mean UPC 0.67, 
SD 0.24) in the first year of the pandemic. Thus, the COVID-19 pandemic did not 
impact frequency of follow-up while continuity of care improved both for 
patients with or without ACSC in Alberta, Canada.","In 2019-20, 594,350 (98.4%) of 603,877 community-dwelling adults with ambulatory care sensitive conditions (ACSC) had 1 outpatient visit (median 8 visits, mean UPC score 0.61, SD 0.23) during the first year of the pandemic. Similar patterns were seen for adults without ACSC. The COVID-19 pandemic did not impact frequency of follow-up while continuity of care improved.",0.812543094,0.708447456,0.838884413,0.18503937,0.198412698,0.732323232
37734884,"Psychosocial patient perspectives following major lower-limb amputation due to 
vascular aetiology: a protocol for a systematic meta-aggregation study.","INTRODUCTION: Persistent psychosocial problems in people with lower-limb 
amputation due to vascular aetiology indicate a great need for long-lasting 
holistic rehabilitation. An in-depth understanding of the psychosocial problems 
is essential for the guidance of health professionals in meeting and normalising 
patients' experiences and emotions. Furthermore, identifying the psychological 
problems may help develop effective rehabilitation and counselling programmes. 
This meta-aggregation study aims to explore the psychosocial perspectives of 
individuals who have undergone a major lower-limb amputation due to vascular 
aetiology during the post-discharge rehabilitation phase.
METHODS AND ANALYSIS: A systematic meta-aggregation study will be performed to 
identify full-text, peer-reviewed journal articles reporting on patients' 
psychosocial perspectives on major lower-limb amputation due to vascular 
aetiology from post-discharge to several years afterward. The databases Embase, 
CINAHL Ultimate, APA PsycInfo, PubMed and Scopus will be searched with no 
limitations regarding the publication year. Studies that satisfy the eligibility 
criteria will be critically appraised using an acknowledged checklist and 
synthesised using the Joanna Briggs Institute three-phase approach for the 
synthesis of meta-aggregation studies. The GRADE-CERQual (Grading of 
Recommendations Assessment, Development and Evaluation- Confidence in Evidence 
from Reviews of Qualitative research) tool will be used to determine the level 
of confidence in the qualitative evidence, and the PRISMA (Preferred Reporting 
Items for Systematic Review and Meta-Analysis) reporting guidelines will be 
followed throughout the review process.
ETHICS AND DISSEMINATION: Ethical approval is not required for the study, as the 
review is built on pre-existing available data in the literature. Findings from 
the review will be disseminated through publication in a peer-review journal.
PROSPERO REGISTRATION NUMBER: CRD42022377114.","Persistent psychosocial problems in people with lower-limb amputation due to vascular aetiology indicate a great need for long-lasting rehabilitation. A systematic meta-aggregation study will be performed to identify full-text, peer-reviewed journal articles reporting on patients' perspectives. Findings from the review will be disseminated through publication in a peer-review journal. Ethical approval is not required for the study, as the review is built on pre-existing available data in the literature.",0.910652936,0.845376492,0.872537196,0.167682927,0.187116564,0.768339768
37734368,"Patient's views of empathic and compassionate healthcare interactions: A scoping 
review.","BACKGROUND: Compassion and empathy are integral to safe and effective patient 
care. However, to date, most studies have focused on exploring, defining, 
measuring and analysing empathy and compassion from the perspective of 
researchers or clinicians. There has been limited attention to the perspectives 
of patients.
OBJECTIVE: The objective of this scoping review was to map the literature to 
identify patients' views of healthcare provider behaviours that exemplify 
empathic and compassionate interactions.
METHOD: This review used the Joanna Briggs Institute scoping review methodology. 
A comprehensive search of eight electronic databases was conducted with English 
language studies published in the last 10 years considered for inclusion.
RESULTS: Database searching resulted in 459 records for initial screening. After 
de-duplication and conducting a title and abstract review, 32 full-text articles 
were screened for eligibility. A total of 14 studies met the inclusion criteria 
and were critically reviewed using the Mixed Methods Appraisal Tool. The 
included papers profiled studies that had been conducted in clinical settings 
across seven countries. The healthcare encounters described in the papers were 
with a range of healthcare providers. Two overarching and interconnected 
categories of behaviours were identified as indicative of empathic/compassionate 
encounters: (1) communication skills such as listening, touch, body language, 
eye contact and positive demeanour; and (2) helping behaviours demonstrated by 
small acts of kindness that go beyond routine healthcare.
CONCLUSION: Given the breadth of studies describing the positive impact of 
empathy/compassion on people's physical and psychosocial wellbeing, the results 
from this review are valuable and shed new light on patients' views and 
experiences. The results provide a deeper understanding of healthcare provider 
behaviours that exemplify empathic and compassionate healthcare interactions and 
can be used to inform the education and training of healthcare providers from 
all disciplines.","Compassion and empathy are integral to safe and effective patient care. This review used the Joanna Briggs Institute scoping review methodology. The results provide a deeper understanding of healthcare provider behaviours that exemplify empathic and compassionate healthcare interactions. The research can be used to inform the education and training of healthcare providers from all disciplines. It also shed new light on patients' views and experiences. The study was published in the Journal of Empathy and Compassion, published by the British Medical Journal (BMJ). The BMJ is a peer-reviewed journal.",0.872530341,0.81152004,0.846647263,0.143236074,0.152,0.864583333
37733512,"Poster Session: Fixational Eye Motion Measured with Tracking Scanning Laser 
Ophthalmoscopy in ABI/TBI and Control Subjects.","This study compared fixational eye motion (FEM) in acquired/traumatic brain 
injury (ABI/TBI) subjects presenting with clinical symptoms (reading text, 
losing place while reading, words moving around the page, decreased reading 
comprehension) to control subjects as measured with Tracking Scanning Laser 
Ophthalmoscopy (TSLO). Six ABI/TBI subjects (4M, 2F) aged 29-62 and six control 
subjects (4M, 2F) aged 23-42 participated in the study. A 5°x5° square 840nm 
TSLO imaging raster was used to guide fixation in 3 conditions: upper right 
corner (UR), freely in the center (CF), and a dot in the center (DOT). At least 
three 10sec videos were collected for all subjects in both eyes for each 
condition. Offline, custom MATLAB software was used to stabilize the videos, 
extract eye motion at 480Hz, and extract FEM characteristics. Significant 
differences were seen between the ABI/TBI and control subjects with t-test 
analysis in all fixation conditions. Different Microsaccade and drift parameters 
of FEM were found to be significantly different for the different conditions 
with the number of Microsaccade reaching significance only for UR (p<0.001) and 
Microsaccade amplitude and peak velocity only for CF (p<0.01). These results 
demonstrate FEM measurements with TSLO in ABI/TBI subjects are different from 
control and are highly variable between fixation tasks. This warrants further 
exploration to determine the mechanisms behind oculomotor deficiency and to 
guide future clinical treatments.","Study compared fixational eye motion (FEM) in acquired/traumatic brain injury (ABI/TBI) subjects to control subjects. FEM was measured with Tracking Scanning Laser Ophthalmoscopy (TSLO) Six ABI/tBI subjects (4M, 2F) aged 29-62 and six control                  subjects (4m, 2f) aged 23-42 participated in the study. Different Microsaccade and drift parameters of FEM were found to be significantly different for the different conditions.",0.906852424,0.752825797,0.818703651,0.157142857,0.158273381,0.772727273
37733095,"Complement inhibitors in pediatric kidney diseases: new therapeutic 
opportunities.","Historically, the complement system (classical, lectin, alternative, and 
terminal pathways) is known to play a crucial role in the etiopathogenesis of 
many kidney diseases. Direct or indirect activation in these settings is 
revealed by consumption of complement proteins at the serum level and kidney 
tissue deposition seen by immunofluorescence and electron microscopy. The advent 
of eculizumab has shown that complement inhibitors may improve the natural 
history of certain kidney diseases. Since then, the number of available 
therapeutic molecules and experimental studies on complement inhibition has 
increased exponentially. In our narrative review, we give a summary of the main 
complement inhibitors that have completed phase II and phase III studies or are 
currently used in adult and pediatric nephrology. The relevant full-text works, 
abstracts, and ongoing trials (clinicaltrials.gov site) are discussed. Data and 
key clinical features are reported for eculizumab, ravulizumab, crovalimab, 
avacopan, danicopan, iptacopan, pegcetacoplan, and narsoplimab. Many of these 
molecules have been shown to be effective in reducing proteinuria and 
stabilizing kidney function in different complement-mediated kidney diseases. 
Thanks to their efficacy and target specificity, these novel drugs may radically 
improve the outcome of complement-mediated kidney diseases, contributing to an 
improvement in our understanding of their underlying pathophysiology.","Historically, the complement system is known to play a crucial role in the etiopathogenesis of many kidney diseases. The advent of eculizumab has shown that complement inhibitors may improve the natural history of certain kidney disease. Many of these molecules have been shown to be effective in reducing proteinuria and stabilizing kidney function in different complement-mediated diseases. Thanks to their efficacy and target specificity, these novel drugs may radically improve the outcome of complement- mediated kidney diseases, contributing to an improvement in our understanding of their underlying pathophysiology.",0.923122168,0.801590741,0.794446528,0.209059233,0.273684211,0.577889447
37732940,"Applied use of biomechanical measurements from human tissues for the development 
of medical skills trainers: a scoping review.","OBJECTIVE: The objective of this review was to identify quantitative 
biomechanical measurements of human tissues, the methods for obtaining these 
measurements, and the primary motivations for conducting biomechanical research.
INTRODUCTION: Medical skills trainers are a safe and useful tool for clinicians 
to use when learning or practicing medical procedures. The haptic fidelity of 
these devices is often poor, which may be because the synthetic materials chosen 
for these devices do not have the same mechanical properties as human tissues. 
This review investigates a heterogenous body of literature to identify which 
biomechanical properties are available for human tissues, the methods for 
obtaining these values, and the primary motivations behind conducting 
biomechanical tests.
INCLUSION CRITERIA: Studies containing quantitative measurements of the 
biomechanical properties of human tissues were included. Studies that primarily 
focused on dynamic and fluid mechanical properties were excluded. Additionally, 
studies only containing animal, in silico, or synthetic materials were excluded 
from this review.
METHODS: This scoping review followed the JBI methodology for scoping reviews 
and the Preferred Reporting Items for Systematic Reviews and Meta-Analysis 
extension for Scoping Reviews (PRISMA-ScR). Sources of evidence were extracted 
from CINAHL (EBSCO), IEEE Xplore, MEDLINE (PubMed), Scopus, and engineering 
conference proceedings. The search was limited to the English language. Two 
independent reviewers screened titles and abstracts as well as full-text 
reviews. Any conflicts that arose during screening and full-text review were 
mediated by a third reviewer. Data extraction was conducted by 2 independent 
reviewers and discrepancies were mediated through discussion. The results are 
presented in tabular, figure, and narrative formats.
RESULTS: Data were extracted from a total of 186 full-text publications. All of 
the studies, except for 1, were experimental. Included studies came from 33 
different countries, with the majority of the studies coming from the United 
States. Human tissues samples were ex vivo, and the most commonly studied tissue 
type was musculoskeletal. In this study, nearly 200 unique biomechanical values 
were reported, and the most commonly reported value was Young's (elastic) 
modulus. The most common type of mechanical test performed was tensile testing, 
and the most common reason for testing human tissues was to characterize 
biomechanical properties. Although the number of published studies on 
biomechanical properties of human tissues has increased over the past 20 years, 
there are many gaps in the literature. Of the 186 included studies, only 7 used 
human tissues for the design or validation of medical skills training devices. 
Furthermore, in studies where biomechanical values for human tissues have been 
obtained, a lack of standardization in engineering assumptions, methodologies, 
and tissue preparation may implicate the usefulness of these values.
CONCLUSIONS: This review is the first of its kind to give a broad overview of 
the biomechanics of human tissues in the published literature. With respect to 
high-fidelity haptics, there is a large gap in the published literature. Even in 
instances where biomechanical values are available, comparing or using these 
values is difficult. This is likely due to the lack of standardization in 
engineering assumptions, testing methodology, and reporting of the results. It 
is recommended that journals and/or experts in engineering fields conduct 
further research to investigate the feasibility of implementing reporting 
standards.
REVIEW REGISTRATION: Open Science Framework osf.io/fgb34.","This review is the first of its kind to give a broad overview of the biomechanics of human tissues. Data were extracted from a total of 186 full-text publications. Of the 186 included studies, only 7 used human tissues for the design or validation of medical skills training devices. The most common type of mechanical test performed was tensile testing, and the most common reason for testing human tissues was to characterize their biomechanical properties. There is a large gap in the published literature with respect to haptic fidelity.",0.847116947,0.752025187,0.797018588,0.102106969,0.120325203,0.899621212
37732536,"Machine Learning Algorithms Predict Long-Term Postoperative Opioid Misuse: A 
Systematic Review.","INTRODUCTION: A steadily rising opioid pandemic has left the US suffering 
significant social, economic, and health crises. Machine learning (ML) domains 
have been utilized to predict prolonged postoperative opioid (PPO) use. This 
systematic review aims to compile all up-to-date studies addressing such 
algorithms' use in clinical practice.
METHODS: We searched PubMed/MEDLINE, EMBASE, CINAHL, and Web of Science using 
the keywords ""machine learning,"" ""opioid,"" and ""prediction."" The results were 
limited to human studies with full-text availability in English. We included all 
peer-reviewed journal articles that addressed an ML model to predict PPO use by 
adult patients.
RESULTS: Fifteen studies were included with a sample size ranging from 381 to 
112898, primarily orthopedic-surgery-related. Most authors define a prolonged 
misuse of opioids if it extends beyond 90 days postoperatively. Input variables 
ranged from 9 to 23 and were primarily preoperative. Most studies developed and 
tested at least two algorithms and then enhanced the best-performing model for 
use retrospectively on electronic medical records. The best-performing models 
were decision-tree-based boosting algorithms in 5 studies with AUC ranging from 
.81 to .66 and Brier scores ranging from .073 to .13, followed second by 
logistic regression classifiers in 5 studies. The topmost contributing variable 
was preoperative opioid use, followed by depression and antidepressant use, age, 
and use of instrumentation.
CONCLUSIONS: ML algorithms have demonstrated promising potential as a 
decision-supportive tool in predicting prolonged opioid use in post-surgical 
patients. Further validation studies would allow for their confident 
incorporation into daily clinical practice.","Machine learning (ML) domains have been utilized to predict prolonged postoperative opioid (PPO) use. The best-performing models were decision-tree-based boosting algorithms in 5 studies. The topmost contributing variable was preoperative opioid use, followed by depression and antidepressant use, age, and use of instrumentation. ML algorithms have demonstrated promising potential as a decision-supportive tool in predicting prolonged opioid use in post-surgical patients. Further validation studies would allow for their confident incorporation into daily clinical practice.",0.912077725,0.750563204,0.784693718,0.198113208,0.224683544,0.696721311
37732430,"An economic evaluation of pit and fissure sealants and fluoride varnishes in 
preventing dental caries: a systematic review.","The aim was to systematically evaluate the cost-effectiveness of pit and fissure 
sealants (PFSs) compared with that of fluoride varnishes (FVs) in dental caries 
prevention. We searched four electronic databases including the Cochrane Oral 
Health Group's Trials Register (till 03 June 2022), Web of Science (from 1945 to 
03 June 2022), PubMed (from 1996 to 03 June 2022), and EMBASE via Ovid (from 
1980 to 03 June 2022) to identify the cost and effectiveness of PFSs and FVs in 
decreasing dental caries incidence. Two researchers independently screened 
search results, extracted data from the included studies, and conducted the risk 
of bias assessments. The main characteristics of the included studies were 
extracted and analyzed. The initial search produced 874 articles. After removing 
duplicates and full-text review, 19 studies were included. In this study: nine 
studies were on PFSs comparison with control; five on PFSs comparison with FVs; 
and five on FVs comparison with control. Regarding the type of economic 
evaluation (EE), 13 studies conducted cost-effectiveness analysis, five 
conducted cost-utility analyses, and one conducted both cost-effectiveness 
analysis and cost-utility analyses. The cost-effectiveness evaluation of PFSs 
and FVs in the available studies was limited. The prevalence of dental caries, 
payers' willingness to pay, length of follow-ups, delivery settings, retention 
rate of PFS, and application intervals of FV can affect the economic evaluation 
of these two methods for dental caries prevention. Therefore, more studies in 
the future are need to draw clear conclusions about which method is more 
cost-effective for the two preventive interventions in future.",The aim was to systematically evaluate the cost-effectiveness of pit and fissure                 sealants (PFSs) compared with that of fluoride varnishes (FVs) in dental caries prevention. We searched four electronic databases including the Cochrane Oral                 Health Group's Trials Register (till 03 June 2022) and Web of Science. The main characteristics of the included studies were analyzed. More studies in the future are need to draw clear conclusions about which method is more cost-effective.,0.892595112,0.709746718,0.75335145,0.179012346,0.195652174,0.73015873
